numero,id,marca,modelo,año_modelo,millaje,tipo_combustible,motor,transmisión,color_exterior,color_interior,accidente,sin_daños,precio
7781,110180,Cadillac,Escalade Premium Luxury Platinum,2016,153019,Gasoline,3.0L I6 24V DDI DOHC Turbo Diesel,8-Speed Automatic,Black Raven,Jet Black,At least 1 accident or damage reported,Yes,
7782,110481,Ford,F-150 Lariat,2020,34365,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Brown,At least 1 accident or damage reported,Yes,
7783,68330,BMW,528 i xDrive,2017,70891,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,
7784,180650,Toyota,Highlander XLE,2018,61000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,
7785,36981,Kia,Telluride SX,2023,4500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
7786,154503,Honda,CR-V EX,2005,222600,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,
7787,75931,Porsche,Cayenne AWD,2020,20220,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,
7788,61852,Audi,R8 5.2 V10,2023,12245,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,None reported,,
7789,114626,Lexus,LS 460 Base,2014,87842,Gasoline,4.6 Liter,6-Speed Automatic,Black,Black,None reported,,
7790,170714,Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
7791,125371,Mercedes-Benz,CLS 450 Base,2016,83000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
7792,147401,Land,Rover Range Rover Evoque SE Premium,2015,38000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,
7793,128471,Ford,F-150 Lariat,2016,82963,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,
7794,26821,Land,Rover Range Rover Supercharged LWB,2010,129567,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
7795,154369,Chevrolet,Tahoe LT,2017,26000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
7796,59424,INFINITI,Q7 Premium Plus,2021,22588,Gasoline,3.0 Liter Turbo,Automatic,White,Tan,None reported,,
7797,87309,Cadillac,Escalade ESV Sport,2021,5500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
7798,64634,Mercedes-Benz,E-Class E 350 4MATIC,2010,52105,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Yellow,Black,None reported,Yes,
7799,100287,Mercedes-Benz,Sprinter 2500 Standard Roof,2020,27000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,None reported,Yes,
7800,22284,Lexus,GX 460 Luxury,2021,48210,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,
7801,133672,GMC,Terrain SLT-1,2012,153332,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,
7802,182204,Chevrolet,Corvette Base,2005,80000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
7803,166660,Buick,Enclave Premium,2020,43860,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,White,Ebony,At least 1 accident or damage reported,Yes,
7804,62414,Chevrolet,Camaro 2LT,2010,111000,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,
7805,175788,GMC,Acadia SLT-1,2014,78414,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
7806,29811,Maserati,GranTurismo Sport,2015,30200,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Brown,None reported,Yes,
7807,19424,Porsche,Macan S,2018,61000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,None reported,Yes,
7808,106522,Mercedes-Benz,328 i xDrive,2012,77200,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,
7809,37376,Lamborghini,Urus Base,2019,16876,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,–,–,None reported,,
7810,43767,Lexus,RX 350 Base,2009,160900,Gasoline,275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,
7811,30164,BMW,328 i,2001,51400,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,
7812,24468,Jeep,Liberty Sport,2008,116320,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,
7813,100379,BMW,328 i xDrive,2013,69764,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,
7814,92615,Chevrolet,Suburban Premier,2021,24001,Gasoline,5.3L V8 16V GDI OHV,9-Speed Automatic,Shadow Gray Metallic,Jet Black,None reported,Yes,
7815,20088,Ford,F-150 XLT,2019,48641,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Antimatter Blue Metallic,Black,None reported,Yes,
7816,9498,RAM,1500 Big Horn,2021,16000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,
7817,110782,Chevrolet,Suburban 1500 LS,1999,119500,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,
7818,119853,Ford,Transit-350 XLT,2016,44000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,
7819,177434,Chevrolet,Corvette Stingray w/1LT,2023,5400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,
7820,95566,Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,3.5 Liter GTDI,Automatic,White,Parchment,None reported,,
7821,76947,Land,Rover Range Rover P530 SE LWB 7 Seat,2022,1408,Hybrid,4.4 Liter,Automatic,White,Ebony,None reported,,
7822,9314,RAM,1500 Big Horn,2021,19376,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Black,None reported,Yes,
7823,119047,Ford,Explorer Limited,2018,86204,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,
7824,180995,Chevrolet,Silverado 1500 LT,2019,42653,Gasoline,2.7L I4 16V GDI DOHC Turbo,Automatic,Silver Ice Metallic,Ceramic,,,
7825,57009,Mercedes-Benz,GLC 300 GLC 300,2023,6204,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,
7826,144928,Audi,A7 3.0T Premium Plus,2012,127356,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
7827,178661,Mercedes-Benz,G-Class G 550 4MATIC,2017,74381,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
7828,46819,Mercedes-Benz,M-Class ML 350 4MATIC,2013,106000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Gray,None reported,Yes,
7829,67033,Lincoln,Aviator Reserve AWD,2018,44000,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
7830,75648,BMW,428 i xDrive SULEV,2014,96800,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,
7831,112775,Ford,Explorer Limited,2018,54000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,
7832,168333,BMW,300 Touring,2011,239000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,
7833,11649,Land,Rover Range Rover Sport HSE,2022,12700,Gasoline,400.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,
7834,41812,Subaru,Impreza WRX,2008,123000,Gasoline,227.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Red,None reported,Yes,
7835,151438,Land,Rover Defender SE,2023,4760,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,
7836,7564,Porsche,911 GT3,2017,49000,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,
7837,74577,Ford,F-150 XLT,2017,76163,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,
7838,158155,Mercedes-Benz,SLK-Class SLK 350,2002,166549,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,
7839,153195,Mercedes-Benz,Metris Base,2017,45000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
7840,163367,Jeep,Wrangler Sport,2011,165000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,None reported,Yes,
7841,84873,Volvo,XC60 T6 Inscription,2019,60000,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,
7842,105834,Ford,Mustang Premium,2010,103000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,
7843,118361,Audi,A6 2.0T Sport,2018,35850,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,
7844,30310,Rivian,R1S Adventure Package,2023,15097,,5.5 Liter,Automatic,White,Black,None reported,,
7845,6343,Maserati,GranTurismo MC,2016,99999,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Dark Moss,Black,None reported,Yes,
7846,26414,Ford,F-250 Lariat,2021,60000,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,Yes,
7847,93630,BMW,M4 Competition xDrive,2019,25013,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
7848,20904,Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70612,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,
7849,46915,Subaru,Crosstrek 2.0i Limited,2011,155382,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,
7850,30503,Kia,Sportage LX,2009,170000,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gold,At least 1 accident or damage reported,Yes,
7851,125413,McLaren,720S Performance,2021,2071,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,
7852,22746,INFINITI,QX80 Base,2013,71273,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,
7853,81610,Mercedes-Benz,S-Class S 560 4MATIC,2019,55000,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
7854,136716,Lexus,GX 460 Base,2017,51400,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,
7855,13519,Mercedes-Benz,AMG GT 63 S 4-Door,2021,21214,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Magnetite Black Metallic,Black,None reported,,
7856,160789,Mercedes-Benz,CLA-Class CLA 250,2011,96800,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,
7857,71813,Porsche,911 Carrera,2008,39000,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
7858,134801,Ford,Thunderbird Deluxe,2004,140000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,
7859,151426,BMW,M3 Competition xDrive,2021,2500,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
7860,49950,Mercedes-Benz,AMG G 63 Base,2018,17500,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
7861,78338,Tesla,Model X Long Range,2021,25250,,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,
7862,139839,BMW,M3 Base,2023,4102,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,
7863,35449,Porsche,911 Carrera,2020,12758,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
7864,26980,BMW,750 i xDrive,2015,52500,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
7865,48516,Ford,F-150 Platinum,2017,53401,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,
7866,101637,Ford,Bronco Badlands Advanced,2022,10400,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
7867,69801,Honda,Pilot EX-L,2014,96000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,
7868,137823,Lincoln,Navigator Reserve,2023,20500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,
7869,10931,Nissan,350Z Enthusiast,2001,53500,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,
7870,51491,Jaguar,XF Premium,2012,102000,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,
7871,133636,Mercedes-Benz,CLS-Class CLS 550,2013,110000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,
7872,60503,Toyota,Highlander XLE,2013,103990,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,
7873,162473,BMW,335 i,2011,98528,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
7874,180228,RAM,3500 Laramie,2023,15741,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,Automatic,Flame Red Clearcoat,Black,None reported,,
7875,92830,RAM,1500 Big Horn,2021,36283,Gasoline,3.6 Liter,Automatic,Bright White Clearcoat,Black,None reported,,
7876,23118,Toyota,Sequoia SR5,2006,153460,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,
7877,106924,Chevrolet,Corvette Stingray w/2LT,2023,1500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
7878,76184,Lexus,LC 500 Base,2022,1750,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
7879,152051,Toyota,Avalon Limited,2021,2905,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blueprint,Graphite,None reported,,
7880,622,Chevrolet,Suburban Premier,2019,83700,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
7881,97212,Honda,Element EX,2007,152068,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,None reported,Yes,
7882,163227,Toyota,Land Cruiser Base,1994,85000,–,–,A/T,Gray,Black,At least 1 accident or damage reported,Yes,
7883,53784,Lexus,GX 460 Base,2020,80968,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Blueprint,Black,None reported,,
7884,145761,Chevrolet,Corvette Stingray w/3LT,2022,2353,Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic,Arctic White,Tension,None reported,,
7885,176202,Bentley,Bentayga Onyx Edition,2018,3273,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,
7886,165485,Toyota,4Runner Limited,2015,44600,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
7887,178722,Hyundai,Accent GL,2010,117000,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,
7888,153482,GMC,Sierra 1500 Denali Ultimate,2021,10232,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Gray,Black,None reported,Yes,
7889,162500,Maserati,GranTurismo MC,2018,69300,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,
7890,107336,Audi,A5 2.0T Premium,2013,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,
7891,17994,Audi,A4 2.0T Premium Plus quattro,2012,96800,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,
7892,84870,Jeep,Wrangler Rubicon,2009,55000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
7893,106413,Mazda,MX-5 Miata Base,2000,70700,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,
7894,244,Mercedes-Benz,Metris Base,2020,20622,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,,
7895,99225,BMW,M5 Base,2012,61145,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
7896,167621,Lamborghini,Huracan LP580-2,2017,28500,Gasoline,573.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,
7897,111060,Mercedes-Benz,Continental GT Base,2008,43000,Gasoline,550.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,None reported,Yes,
7898,25111,Audi,e-tron Prestige,2019,38000,,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,
7899,63947,Toyota,RAV4 Base,2009,142000,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,
7900,29115,Land,Rover Range Rover 3.0L Supercharged HSE,2017,67289,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
7901,106855,Audi,A8 L 55,2018,55000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,
7902,152934,Jeep,Grand Cherokee L Limited,2018,38012,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed A/T,Black,Global Black,None reported,Yes,
7903,88664,Audi,Q4 e-tron Sportback Premium,2018,44373,,295.0HP Electric Motor Electric Fuel System,6-Speed A/T,Blue,Gray,None reported,Yes,
7904,17057,Chevrolet,Tahoe LT,2016,44000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
7905,173605,Jeep,Gladiator Willys,2022,16000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
7906,55352,Mercedes-Benz,Metris Base,2022,39615,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,
7907,151258,Ford,Mustang GT,2006,103000,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,
7908,93376,Mazda,Mazda6 iSport VE,2008,190640,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,
7909,124030,Ford,Expedition Max King Ranch,2019,67650,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,
7910,32543,Lexus,GX 470 Base,2007,114000,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,
7911,77171,Lexus,GX 460 Premium,2021,12700,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,
7912,119121,BMW,M5 Base,2018,2950,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,
7913,104170,BMW,428 i xDrive,2008,120000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,
7914,65723,Audi,A6 3.0T Premium Plus,2017,73000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
7915,65519,Chevrolet,Corvette Base,2007,35000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,
7916,106538,GMC,Sierra 3500 SLE,2002,52694,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,
7917,52166,BMW,328 i xDrive,2015,108045,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,
7918,171859,Toyota,Corolla LE,2010,171000,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,
7919,91141,Chevrolet,Camaro 2SS,2018,67073,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,
7920,100770,Cadillac,XT6 Sport AWD,2018,72060,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White Platinum Tri-Coat Metallic,Shara Beige,None reported,,
7921,67676,Land,Rover Discovery Sport SE,2019,8228,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
7922,174486,Porsche,911 Carrera 4S,2019,91798,Gasoline,3.0 Liter,Automatic,Blue,–,None reported,,
7923,10199,Land,Rover Range Rover Sport HST MHEV,2021,16000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,
7924,17679,Chevrolet,Trax LS,2008,143000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
7925,131743,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,57918,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
7926,110123,Cadillac,Escalade ESV Platinum,2018,72500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,
7927,147436,Lexus,GX 460 Base,2021,73837,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Atomic Silver,Rioja Red,At least 1 accident or damage reported,Yes,
7928,109245,BMW,750 i xDrive,2018,49799,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,
7929,110629,BMW,750 i xDrive,2019,38000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Orange,At least 1 accident or damage reported,Yes,
